"id";"referencia";"Tipo";"Estado";"Cidade";"Bairro";"endereco";"numero";"complemento";"descricao";"QtdDormitorio";"QtdSuite";"QtdBanheiro";"QtdBoxes";"AreaTotal";"AreaPrivativa";"areaUtil";"preco";"preco_loca";"precoCondominio";"DataCadastro"
"859816";"TER02362";"Terreno";"RIO GRANDE DO SUL";"Caxias do Sul";"Cidade Nova";"Rua Luiz Covolan";"";NULL;"Excelente terreno último do loteamento, água encanada, energia elétrica, pavimentação e rede de esgoto.";NULL;"0";NULL;NULL;NULL;"300";"300";"95000";"0";"0";"2021-08-11 09:52:23"
"894739";"TER02390";"Terreno";"RIO GRANDE DO SUL";"Caxias do Sul";"Panazzolo";"Rua Thomas Gonzaga";"75";NULL;"Ótimo terreno para construir casa ou prédio.";NULL;"0";NULL;NULL;NULL;NULL;NULL;"900000";"0";"0";"2021-11-16 15:42:48"
"920499";"AP302460";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Villagio Iguatemi";"Rua Guerino Sanvitto";"1657";NULL;"Apartamento de alto padrão no Villaggio Iguatemi, loteamento Vila Toscana, Localizado no 14 pavimento composto de  3 suítes sendo 1 master com closet,  living 3 ambientes com sacada gourmet,  cozinha,  área de serviço com sacada, lavabo, todas as suítes com sacada.
O apartamento possui  esquadrias em PVC com vidros duplos, esperas para split; calefação e automação residencial,  piso laminado e porcelanato,  persianas automatizadas,  rebaixe em gesso. 02 vagas de garagem, 
O Empreendimento conta com:
 - 2 elevadores sendo 1 panorâmico
 - Guarita de segurança
 - Terraço com deck e pergolado
 - Salão de festas
 - Pub gourmet
- Espaço kids
 - Campo de futebol kids
 - Espaço fitness
 Todos os ambientes de uso comum entregues mobiliados; equipados e decorados.";"3";"3";"4";"0";"254";"175";NULL;"1280000";"0";"1100";"2022-01-24 15:37:18"
"984340";"CA302478";"Casa 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Monte Bérico";"Rua Fernanda Cemin";NULL;NULL;"Última casa em fase final, localizada em um lugar tranquilo numa rua sem saída. Belíssimo acabamento, aberturas em PVC com persianas elétricas, água quente, churrasqueira, terraço, salão de festa, sala e cozinha integrados, área de serviço, banheiro social, 03 quartos sendo 02 suítes e um amplo salão de festas no segundo piso e 01 lavabo.
";"3";"2";"3";NULL;"161,78";NULL;NULL;"900000";"0";"0";"2022-06-17 14:56:04"
"1002544";"CAC302476";"Casa em Condomínio 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Nossa Senhora da Saúde";"Estrada Vereador Ary Antônio Bergozza";"2059";NULL;"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores.

A chance de morar no condomínio mais desejado da cidade está batendo na sua porta!
Esta casa ""capa de revista"" esta disponível para venda no Condomínio Montalcino, conta com uma piscina espetacular emoldurada por uma linda varanda gourmet e com uma excelente churrasqueira americana, ideal para encontros com família e amigos. A casa possuí aquecimento solar para a piscina, 03 dormitórios, 01 suíte, 03 banheiros, piso aquecido no 2º andar, closet, varanda gourmet, piscina, uma mobília de extrema qualidade e bom gosto e ainda eletrodomésticos de última geração. Lareira a pellets e posição solar privilegiada. Agende sua visita, te atenderemos com o maior prazer!

A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos.
Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem.
Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul.
 Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? 
Visite esta e outras opções em nosso site: www.nobille.imb.br";"3";"1";"3";NULL;NULL;"389";NULL;"4350000";"0";"0";"2022-07-25 16:07:12"
"1010331";"AP202583";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Rio Branco";"Rua General Mallet";"180";"apto 503";"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores.

Ótimo apartamento localizado no bairro mais nobre de Caxias do Sul, próximo a mercados e farmácias para facilitar seu dia a dia.
Contém 02 dormitórios, sendo 01 suíte, 01 vaga de garagem e posição solar privilegiada, semimobiliado e com acabamentos espetaculares, um ótimo espaço para você morar com a sua família! Especialmente para você que procura conforto e praticidade, o melhor momento para investir!

A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos.
Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem.
Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul.
 Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? 
Visite esta e outras opções em nosso site: www.nobille.imb.br";"2";"1";"2";"16";NULL;"76,5";NULL;"400000";"0";"0";"2022-08-12 10:22:14"
"1071148";"CA302503";"Casa 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"São Luiz";"Rua Claudino Massochini";"205";NULL;"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores.


A casa mais moderna à venda no bairro São Luiz, com vista panorâmica da Cidade, lugar privilegiado orientação solar Leste/Oeste/Norte, ampla varanda para o pôr do sol, conceito aberto com ambientes integrados, pé direito duplo com mezanino e office, 03 suítes, lavabo, sala de jantar, estar e cozinha, lavanderia, 04 vagas de garagem, semimobiliado. 
Vem conhecer! 


A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb.br
    ";"3";"3";"4";NULL;NULL;"342,4";NULL;"2377000";"0";"0";"2022-11-30 11:20:58"
"1104458";"SB202333";"Sobrado 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Treviso";"Rua Carmelino Baptista Pozzer";"232";"05";"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valor.

Ótimo sobrado tríplex semimobiliado, localizado no bairro Treviso!
Paredes internas com massa corrida, pintura externa texturizada.
Tubulação de água quente, escada internas revestidas com granito e cerca de vidro.
Venha conhecer!

A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb.br ";"2";"2";"2";NULL;NULL;"125,3";NULL;"398000";"0";NULL;"2023-02-24 16:47:26"
"1156469";"TERC02316";"Terreno em Condomínio";"RIO GRANDE DO SUL";"Caxias do Sul";"Nossa Senhora da Saúde";"Estrada Vereador Ary Antônio Bergozza";"2059";NULL;"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valor.


Montalcino Riserva, o mais desejado condomínio fechado de Caxias do Sul. Segurança, infraestrutura e qualidade de vida, sua família merece morar aqui.
Ambientes pensado para que você possa aproveitar em todos os momentos da vida, ao seu filho pequeno ao adolescente, e claro as mais diversas comemorações com os amigos e família.
Esta oferta é única, dos poucos terrenos juntos disponíveis a venda, totalizando 1281m², na melhor localização do condomínio, orientação solar Norte.



A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb

 

  ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2433900";"0";"1000";"2023-04-17 10:45:03"
"1158056";"AP302627";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Panazzolo";"Rua Monte Carmelo";"16";"801";"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valor.


A pouco metros da padaria trigos, no coração do bairro Panazzolo, próximo a escolas, parque, mercado... Terreno de esquina, possibilitando vista definitiva e permanente do apartamento, fachada em pele de vidro refleta, orientação solar Leste/ Oeste/Norte, amplas aberturas com vidros duplos, apenas 01 apartamento por andar, semimobiliado, elevador codificado, sacada fechada, salão de festas e kids place, poucos moradores, baixo custo do condomínio, valor promocional.
Agende sua visita!! 





A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb
";"3";"1";"2";"7";"175,84";"134,73";NULL;"1100000";"0";"300";"2023-04-19 09:38:51"
"1166989";"CA302524";"Casa 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Bela Vista";"Avenida França";"1814";NULL;"Encontrar o imóvel dos sonhos nunca foi tão fácil, basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Nobille Negócios Imobiliários Caxias do Sul entrará em contato para confirmar seu interesse e agendar uma visita. Se tiver alguma dúvida, é só entrar em contato com a Nobille pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valor.


Se você está procurando por casa no bairro Bela Vista, não deixe passar essa oportunidade!
Localizada em ponto estratégico, a casa fica próximo de tudo, farmácia, mercado, posto de combustível, é além disso, fácil acesso ao centro da cidade.
Casa semimobiliada composta por 03 dormitórios, sendo 01 suíte máster, banheiro social, lavabo, sala de estar e jantar, cozinha, área de serviço, salão de festas com churrasqueira, depósito e 02 vagas de garagem, amplo pátio e 02 vagas de garagem, amplo pátio cercado.
Venha conhecer!!


A Nobille Caxias do Sul tem as melhores opções de imóveis para venda, além de lançamentos e construções em Caxias do Sul. Nosso atendimento pode ser presencial e ou online, proporcionando agilidade aos nossos clientes e amigos. Venha tomar um café conosco, conhecer nossa estrutura, tirar dúvidas e descobrir porque fazer seu negócio aqui é sua melhor escolha. Nossos corretores são especialistas e estão disponíveis para trazer todo conforto e segurança que você e sua família merecem. Trabalhamos com avaliação, permutas de imóveis e venda Em Caxias do Sul, buscamos sempre a melhor oportunidade e negociação para nossos clientes, aqui você encontra os melhores imóveis de médio e alto padrão de Caxias do Sul, temos uma variedade de Apartamentos, casas, casas em condomínio fechado, coberturas, terrenos, sobrados...sempre com as melhores condições do mercado em Caxias do Sul. Contamos ainda com apoio jurídico especialista no ramo imobiliário que poderá esclarecer todas suas dúvidas à respeito de sua negociação. Anuncie seu imóvel! É fácil, rápido, seguro e gratuito! Gostou desta opção? Visite esta e outras opções em nosso site: www.nobille.imb
";"3";"1";"3";NULL;NULL;"207";NULL;"870000";"0";NULL;"2023-05-04 09:16:05"
"782183";"AP201889";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Madureira";"Rua Raul Stringh";"135";"302";"Apartamento 02 dormitórios semi mobiliado, 01 vaga dupla, área de serviço, espera para água quente, banheiro social, cozinha, sala de estar e jantar, gás central e hidrômetro individual. 
Acabamento em esquadrias de alumínio, piso cerâmico, piso laminado. 
Condomínio com alarme e interfone. 
Ótima localização.
";"2";"0";"1";"5";"55";"51";"54";"175000";"0";"196";NULL
"839391";"AP302365";"Apartamento 03 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"Panazzolo";"Rua Santo Ceroni";"243";NULL;"Apartamento em ótima localização no Panazzolo 03 dormitórios sendo 01 suíte com hidro e box separado, ampla cozinha, living 02 ambientes com estar e jantar, sacada fechada em vidro, área de serviço com churrasqueira e banheiro social;
Acabamento com esquadrias de alumínio e massa corrida;
Condomínio com elevador, hall de entrada decorado, portão eletrônico e jardim.";"3";"1";"2";NULL;NULL;NULL;NULL;"600000";"0";"400";"2021-06-11 14:54:35"
"847856";"AP202402";"Apartamento 02 dormitórios";"RIO GRANDE DO SUL";"Caxias do Sul";"São Luiz";"Rua Fidelcino Neves dos Santos";"1056";"AP | N°102";"Ótimo apartamento de 02 dormitórios sendo 01 suíte, área de serviço, banheiro social, cozinha, espera para água quente, espera para hidrômetro individual, espera para split, esquadrias de alumínio, gás central com medidor individual, sala de jantar e estar integrados;
Condomínio com alarme, cerca elétrica.";"2";"1";"2";"3";"114";"92";"92";"257600";"0";"150";"2021-07-07 15:10:03"
